price,year,manufacturer,model,condition,odometer,transmission,lat,long
6490,2012.0,hyundai,elantra gls,excellent,101039.0,automatic,38.3498,-77.7508
1600,2005.0,honda,odyssey ex-l,,207700.0,automatic,38.2649,-77.4941
5000,2006.0,nissan,murano sl awd,like new,138543.0,automatic,37.1092,-95.7809
27550,2015.0,ford,mustang,,16578.0,automatic,38.2735,-77.4926
8000,2008.0,toyota,highlander 4wd,like new,149006.0,automatic,37.0449,-95.7612
5695,2005.0,jeep,grand cherokee,,124000.0,automatic,38.2481,-77.4681
28998,2018.0,ford,f-150,,,automatic,37.2916,-76.4905
8200,2008.0,chevrolet,express 1500 cargo van,like new,112876.0,automatic,37.0449,-95.7612
7495,2007.0,honda,civic si,,124000.0,manual,38.2481,-77.4681
6000,2000.0,mazda,miata convertible,like new,69875.0,manual,36.961,-95.7402
5700,2007.0,audi,a4 quattro convertible,like new,134765.0,automatic,37.0449,-95.7612
6999,2013.0,volkswagen,jetta sel,like new,107636.0,automatic,37.0449,-95.7612
4500,2003.0,toyota,rav4 sport 4wd,like new,146765.0,automatic,38.2481,-77.4681
7500,2005.0,mercedes-benz,clk 320,like new,86586.0,automatic,37.1328,-95.7856
7995,2003.0,bmw,z4,,42765.0,automatic,38.2529,-77.5026
8500,2005.0,lexus,gx 470,like new,168987.0,automatic,37.0449,-95.7612
5999,2002.0,toyota,rav4 sport 4wd,like new,85786.0,automatic,36.9413,-95.7374
3995,2009.0,chevrolet,impala ltz,good,177000.0,automatic,38.4947,-77.9926
6595,2006.0,dodge,magnum r/t,,117000.0,automatic,38.2481,-77.4681
19400,2016.0,bmw,528i,,39392.0,automatic,38.2721,-77.4948
0,2016.0,hyundai,elantra,,19236.0,automatic,38.2571,-77.4957
17995,2014.0,audi,q7,,110609.0,automatic,38.2529,-77.5026
6900,2004.0,ford,f-250,good,,automatic,38.162,-77.6854
13777,2014.0,chrysler,300,,44055.0,automatic,38.4586,-77.4306
17277,2016.0,dodge,durango,,89947.0,automatic,38.4586,-77.4306
10995,2010.0,honda,pilot,,126766.0,automatic,38.2529,-77.5026
17488,2013.0,rover,sport,,93703.0,automatic,38.2552,-77.4976
29288,2017.0,cadillac,xt5,,29433.0,automatic,38.2552,-77.4976
0,2016.0,ford,edge,,37765.0,automatic,38.2571,-77.4957
0,2006.0,ram,1500,excellent,266206.0,automatic,37.6237,-77.3074
1800,2001.0,honda,civic,good,148000.0,automatic,38.2688,-77.5476
14500,2015.0,toyota,rav4 xle,excellent,39900.0,automatic,38.8307,-77.2142
3000,1999.0,ford,mustang convertible,good,,manual,38.2192,-78.0461
20000,2018.0,toyota,rav4,like new,26600.0,automatic,30.0416,-99.1408
0,2016.0,nissan,maxima,,23596.0,automatic,38.2571,-77.4957
30500,2017.0,chevrolet,silverado,,,automatic,37.2916,-76.4905
28500,2018.0,nissan,titan,,,automatic,37.2916,-76.4905
0,2016.0,ram,3500,,52842.0,automatic,38.2571,-77.4957
25995,2015.0,chevrolet,tahoe,,97806.0,automatic,38.5072,-77.3741
0,2014.0,ford,f-350,,46571.0,automatic,38.2571,-77.4957
18250,2016.0,toyota,rav4,,28393.0,automatic,38.2721,-77.4948
5977,2005.0,toyota,highlander,,153894.0,automatic,38.7458,-77.507
7499,2008.0,lincoln,navigator,good,161048.0,other,38.2481,-77.4681
0,2016.0,nissan,sentra,,99258.0,manual,38.2571,-77.4957
18000,2012.0,audi,q7,,53335.0,automatic,38.2721,-77.4948
4299,2003.0,honda,pilot ex-l,good,160146.0,automatic,38.3145,-77.4733
4999,2011.0,ford,ranger,good,165734.0,automatic,38.3145,-77.4733
0,2009.0,mercedes-benz,e-class,,46618.0,automatic,38.2571,-77.4957
19750,2010.0,ford,f150 lariat supercrew,,,automatic,38.4947,-77.9926
3795,2003.0,acura,rl,good,,automatic,38.4947,-77.9926
5995,2006.0,nissan,pathfinder se,,133000.0,automatic,38.2481,-77.4681
9495,2013.0,ford,f150,,197000.0,automatic,38.2481,-77.4681
19000,2017.0,lincoln,mkz,,21755.0,automatic,38.2721,-77.4948
9475,2007.0,chevrolet,tahoe ltz,,,automatic,38.4947,-77.9926
2997,2002.0,gmc,sierra,good,227000.0,automatic,38.2481,-77.4681
0,2008.0,mercedes-benz,e-class,,64201.0,automatic,38.2571,-77.4957
14997,2014.0,jaguar,xj l supercharged,like new,104460.0,automatic,38.5722,-77.3164
19500,2017.0,audi,a3,,19635.0,automatic,38.2721,-77.4948
11995,2006.0,lexus,gx 470,,117577.0,automatic,38.5072,-77.3741
36999,2013.0,ram,3500 crewcab laramie 4x4,,107967.0,automatic,39.5129,-76.9095
0,2014.0,chevrolet,traverse lt,good,52000.0,automatic,38.4947,-77.9926
12975,2005.0,ford,f350 dually,,,automatic,38.4947,-77.9926
15975,2011.0,infiniti,qx56,,,automatic,38.4947,-77.9926
6975,2008.0,infiniti,ex35 journey,good,115234.0,automatic,38.4947,-77.9926
6995,2007.0,lexus,rx 350,good,169770.0,automatic,38.4947,-77.9926
16250,2016.0,audi,a3,,27032.0,automatic,38.2721,-77.4948
3495,2008.0,mazda,3 s,good,126000.0,manual,38.4947,-77.9926
8995,2005.0,toyota,tundra sr5,good,172000.0,automatic,38.4947,-77.9926
0,2017.0,audi,q5,,41890.0,automatic,38.2571,-77.4957
14900,2002.0,ram,van,,28378.0,automatic,38.3298,-77.7319
16500,2007.0,ford,f-450,,144616.0,automatic,38.3296,-77.7327
6177,2013.0,hyundai,elantra,,101730.0,automatic,38.4586,-77.4306
13177,2011.0,bmw,5 series,,59177.0,automatic,38.4586,-77.4306
29488,2018.0,bmw,3 series,,18229.0,automatic,38.2552,-77.4976
500,2003.0,kia,sorento ex,fair,,automatic,38.4391,-77.9976
0,2016.0,hyundai,elantra,,131611.0,automatic,38.2571,-77.4957
4695,2007.0,toyota,prius,excellent,121650.0,automatic,38.2481,-77.4681
8195,2012.0,toyota,prius v,excellent,130400.0,automatic,38.2481,-77.4681
2750,2002.0,toyota,sienna le 7-passengerppl,excellent,154000.0,automatic,38.7492,-77.4878
40999,2015.0,gmc,sierra 2500 crewcab denalli 4x4,,116072.0,automatic,39.5129,-76.9095
3500,2009.0,nissan,altima,excellent,,automatic,38.3796,-77.5349
10,2005.0,ford,mustang gt,excellent,,manual,37.9986,-77.8781
0,2016.0,subaru,wrx,,51964.0,manual,38.2571,-77.4957
6000,2006.0,toyota,4-runner,,207006.0,automatic,38.2721,-77.4948
3000,2001.0,toyota,highlander limited,excellent,,automatic,38.3796,-77.5349
4150,2007.0,volvo,s40,excellent,159416.0,automatic,38.2688,-77.5476
2299,2007.0,,Volkwagen jetta,,,automatic,46.8459,8.97165
0,2016.0,ford,f-350,,55066.0,automatic,38.2571,-77.4957
1100,2006.0,chevrolet,impala,,,automatic,38.162,-77.6854
7000,2007.0,chevrolet,silverado,,,automatic,38.4586,-77.4306
24900,2007.0,ford,f-250,,94590.0,automatic,38.3303,-77.7338
38995,2015.0,cadillac,escalade esv,,96535.0,automatic,38.5072,-77.3741
2200,2007.0,saturn,ion,good,117000.0,automatic,38.4771,-77.4806
0,2014.0,ford,f-250,,100004.0,automatic,38.2571,-77.4957
2795,2005.0,lexus,es330,excellent,226000.0,automatic,38.0923,-77.2707
6977,2012.0,kia,sorento,,118970.0,automatic,38.7458,-77.507
6000,2006.0,toyota,4-runner,,207006.0,automatic,38.2721,-77.4948
4800,2005.0,toyota,sequoia,excellent,,automatic,38.2688,-77.5476
0,2015.0,chevrolet,suburban,,112700.0,automatic,38.2571,-77.4957
14500,2005.0,pontiac,gto,,68000.0,manual,38.2481,-77.4681
20000,2016.0,mercedes-benz,e-class,,31249.0,automatic,38.2721,-77.4948
8995,2006.0,chevrolet,colorado,,136299.0,automatic,38.26,-77.4932
7995,2010.0,honda,civic,,132989.0,manual,38.26,-77.4932
12995,2010.0,mercedes-benz,e-class,,70353.0,automatic,38.26,-77.4932
12995,2009.0,toyota,highlander,,105643.0,automatic,38.26,-77.4932
5995,2013.0,hyundai,accent,,110987.0,automatic,38.26,-77.4932
12995,2015.0,toyota,prius c,,68305.0,automatic,38.26,-77.4932
16995,2008.0,ford,f-250,,146560.0,automatic,38.26,-77.4932
14995,2010.0,ford,mustang,,69119.0,automatic,38.26,-77.4932
12995,2014.0,chevrolet,camaro,,68878.0,automatic,38.26,-77.4932
6995,2008.0,cadillac,srx,,124551.0,automatic,38.26,-77.4932
14995,2010.0,chevrolet,silverado,,132248.0,automatic,38.26,-77.4932
7495,2010.0,toyota,camry,,100833.0,manual,38.26,-77.4932
7995,2014.0,hyundai,elantra,,78061.0,manual,38.26,-77.4932
11995,2006.0,ford,f-150,,141633.0,automatic,38.26,-77.4932
8495,2011.0,honda,civic,,84360.0,automatic,38.26,-77.4932
8995,2009.0,honda,pilot,,117526.0,automatic,38.26,-77.4932
7995,2013.0,kia,sorento,,130002.0,automatic,38.26,-77.4932
13995,2008.0,ford,f-150,,95959.0,automatic,38.26,-77.4932
8995,2009.0,ford,expedition max,,154196.0,automatic,38.26,-77.4932
16995,2015.0,toyota,sienna,,84786.0,automatic,38.26,-77.4932
6995,2007.0,toyota,camry,,102256.0,automatic,38.26,-77.4932
13995,2014.0,toyota,sienna,,54319.0,automatic,38.26,-77.4932
6995,2008.0,honda,accord,,95523.0,automatic,38.26,-77.4932
7995,2013.0,subaru,legacy,,133891.0,automatic,38.26,-77.4932
6995,2008.0,cadillac,srx,,124551.0,automatic,38.26,-77.4932
9995,2008.0,ford,e-250,,129357.0,automatic,38.26,-77.4932
18995,2014.0,dodge,charger,,49405.0,automatic,38.26,-77.4932
17995,2009.0,ram,,,126614.0,automatic,38.26,-77.4932
8995,2011.0,kia,sorento,,133955.0,automatic,38.26,-77.4932
7995,2004.0,ford,explorer sport trac,,97302.0,automatic,38.26,-77.4932
5995,2012.0,chevrolet,impala,,137874.0,automatic,38.26,-77.4932
16995,2012.0,gmc,sierra,,106234.0,automatic,38.26,-77.4932
4995,2007.0,bmw,328i,,144630.0,automatic,38.26,-77.4932
8995,2010.0,mercedes-benz,c-class,,124188.0,automatic,38.26,-77.4932
8995,2013.0,chevrolet,malibu,,87494.0,automatic,38.26,-77.4932
12995,2014.0,dodge,charger,,99458.0,automatic,38.26,-77.4932
8995,2008.0,gmc,acadia,,145721.0,automatic,38.26,-77.4932
12995,2013.0,bmw,528xi,,93813.0,automatic,38.26,-77.4932
15995,2013.0,toyota,sienna,,85295.0,automatic,38.26,-77.4932
11995,2008.0,ford,f-150,,163882.0,automatic,38.26,-77.4932
8995,2014.0,dodge,grand caravan,,75946.0,automatic,38.26,-77.4932
6995,2008.0,toyota,corolla,,99340.0,automatic,38.26,-77.4932
11995,2008.0,ford,mustang,,79643.0,automatic,38.26,-77.4932
12795,2014.0,honda,odyssey,,123913.0,automatic,38.26,-77.4932
10995,2008.0,nissan,titan,,99691.0,automatic,38.26,-77.4932
8995,2008.0,toyota,sienna,,114203.0,automatic,38.26,-77.4932
7995,2012.0,mini,cooper hardtop,,61152.0,automatic,38.26,-77.4932
7995,2014.0,ford,fusion,,135479.0,automatic,38.26,-77.4932
0,2016.0,bmw,328i,,70649.0,automatic,38.2571,-77.4957
14000,2015.0,jeep,patriot,,21168.0,automatic,38.2721,-77.4948
5300,2008.0,subaru,outback 2.5i,good,1077500.0,manual,38.2481,-77.4681
0,2005.0,ford,f-350,,89781.0,automatic,38.2571,-77.4957
6000,2007.0,chevrolet,suburban,,200654.0,automatic,38.2721,-77.4948
18450,2013.0,lexus,gs 350,,49950.0,automatic,38.5072,-77.3741
2750,2005.0,toyota,sienna le,excellent,206000.0,automatic,38.0549,-77.3499
12000,2015.0,honda,civic exl,like new,24000.0,automatic,38.2688,-77.5476
22000,1986.0,chevrolet,corvette,like new,,automatic,38.4554,-77.3859
15000,2017.0,honda,accord,,32327.0,automatic,38.2721,-77.4948
0,2012.0,ford,f-150,,149623.0,automatic,38.2571,-77.4957
29997,2017.0,ram,3500 slt,good,66953.0,automatic,38.5722,-77.3168
13277,2012.0,cadillac,srx,,67732.0,automatic,38.4586,-77.4306
8477,2014.0,hyundai,sonata,,66478.0,automatic,38.4586,-77.4306
0,2003.0,chevrolet,suburban,excellent,223207.0,automatic,37.6237,-77.3074
0,2010.0,ford,f-350,,105250.0,automatic,38.2571,-77.4957
3500,1994.0,gmc,3500 dually,fair,231000.0,automatic,38.2481,-77.4681
0,2015.0,mercedes-benz,s-class,,38496.0,automatic,38.2571,-77.4957
13400,2018.0,kia,forte,,25742.0,automatic,38.2552,-77.4976
7400,2012.0,ford,fusion hybrid,excellent,165000.0,automatic,38.3365,-77.4366
6000,2015.0,nissan,versa,like new,50000.0,manual,38.2481,-77.4681
0,2018.0,cadillac,xt5,,29048.0,automatic,38.2571,-77.4957
14900,2000.0,gmc,savana,excellent,119039.0,automatic,34.9847,-80.4476
2200,2004.0,chrysler,pt cruiser w/manual,excellent,97355.0,manual,38.2995,-77.4772
0,2016.0,ford,f-150,,54457.0,automatic,38.2571,-77.4957
2400,2004.0,,SCION XA HATCHBACK,good,171678.0,automatic,38.3153,-77.4741
8500,2006.0,rover,lr3,,97608.0,automatic,38.5072,-77.3741
0,2015.0,ford,f-150,,63231.0,automatic,38.2571,-77.4957
6300,2005.0,ram,1500,excellent,137123.0,automatic,38.2688,-77.5476
19993,2006.0,ford,f350hd just 19k miles 12 foot flat bed lift gate,,19770.0,automatic,36.1018,-78.4581
6999,2011.0,chevrolet,cruze,,67500.0,automatic,38.2481,-77.4681
7500,2012.0,honda,fit,,64535.0,automatic,38.2481,-77.4681
19993,2007.0,ford,f250hd just 18k miles! one owner va truck!,,18590.0,automatic,36.1018,-78.4581
20000,2016.0,cadillac,srx,,43884.0,automatic,38.2721,-77.4948
0,2016.0,ford,f-150,,31901.0,automatic,38.2571,-77.4957
850,1999.0,,Mercury. sable,good,96006.0,automatic,38.3072,-77.4631
19500,2016.0,chevrolet,camaro,,43781.0,automatic,38.2721,-77.4948
0,2017.0,hyundai,sonata,,85055.0,automatic,38.2571,-77.4957
36999,2011.0,ford,f-450 crewcab lariat 4x4 drw,,103013.0,automatic,39.5129,-76.9095
24933,2007.0,chevrolet,silverado 2500 crewcab lt 4x4,,95212.0,automatic,39.5129,-76.9095
18000,2015.0,chrysler,300,,31470.0,automatic,38.2721,-77.4948
31499,2010.0,ram,2500 crewcab laramie 4x4,,99779.0,automatic,39.5129,-76.9095
31933,2009.0,ram,"3500 crewcab slt ""big horn"" 4x4 drw",,94962.0,manual,39.5129,-76.9095
29499,2008.0,chevrolet,silverado 3500 crewcab ltz 4x4 drw,,107048.0,automatic,39.5129,-76.9095
25999,2008.0,ford,f-350 crewcab king ranch 4x4 drw,,104100.0,automatic,39.5129,-76.9095
1300,1999.0,honda,crv,fair,,automatic,38.0847,-77.4399
10000,2014.0,toyota,corolla,,87114.0,automatic,38.2721,-77.4948
22995,2016.0,lexus,is 300,,28662.0,automatic,38.5072,-77.3741
20000,2017.0,,RAVA LE,like new,15000.0,automatic,,
2200,2001.0,mitsubishi,eclipse,good,110000.0,automatic,38.4746,-77.4814
16900,2004.0,ford,f-250,,129841.0,automatic,38.329,-77.7322
10475,2005.0,ford,f250 super duty lariat,good,191217.0,automatic,38.4947,-77.9926
16500,2016.0,kia,optima,,47434.0,automatic,38.2721,-77.4948
0,2016.0,chevrolet,tahoe,,82846.0,automatic,38.2571,-77.4957
0,2016.0,chevrolet,tahoe,,82846.0,automatic,38.2571,-77.4957
15477,2010.0,jeep,wrangler,,117598.0,automatic,38.4586,-77.4306
14477,2014.0,gmc,acadia,,75404.0,automatic,38.4586,-77.4306
6449,2011.0,ford,escape ltd,excellent,123444.0,automatic,38.3489,-77.7502
0,2016.0,dodge,charger,,21299.0,automatic,38.2571,-77.4957
3595,2008.0,hyundai,azera,excellent,144000.0,automatic,38.3365,-77.4366
27888,2015.0,chevrolet,suburban,,124890.0,automatic,38.2552,-77.4976
27500,2019.0,cadillac,xts,,28951.0,automatic,38.2552,-77.4976
0,2013.0,nissan,altima,,47001.0,automatic,38.2571,-77.4957
5200,2004.0,chevrolet,tahoe,,165000.0,automatic,38.162,-77.6854
38500,2014.0,rover,sport,excellent,73000.0,automatic,38.162,-77.6854
9500,2012.0,gmc,savannah 3500,excellent,221500.0,automatic,38.3796,-77.5349
6500,2000.0,ford,f-350,,,automatic,38.2863,-77.923
0,2016.0,jeep,grand cherokee,,29498.0,automatic,38.2571,-77.4957
15890,2015.0,bmw,528i,like new,68410.0,automatic,38.9268,-78.1796
6500,2008.0,dodge,durango limited,,63639.0,automatic,38.4586,-77.4306
12500,2013.0,ford,explorer,,158683.0,automatic,38.2481,-77.4681
900,1997.0,toyota,camry,fair,291582.0,automatic,38.3796,-77.535
0,2016.0,chevrolet,silverado,,30840.0,automatic,38.2571,-77.4957
5600,1967.0,ford,mustang,good,,automatic,38.3365,-77.4366
25000,2006.0,,peterbilt 335,,312236.0,automatic,38.2688,-77.5476
6497,2003.0,chevrolet,silverado 1500,excellent,166000.0,automatic,38.2481,-77.4681
7995,2006.0,ford,ranger,,73733.0,automatic,38.5072,-77.3741
2500,2010.0,volkswagen,tiguan,good,,automatic,38.2481,-77.4681
3200,2006.0,nissan,sentra,excellent,,automatic,38.3365,-77.4366
2299,2001.0,toyota,corolla,good,83999.0,automatic,38.2995,-77.4772
0,2018.0,ford,transit,,28754.0,automatic,38.2571,-77.4957
18900,2016.0,toyota,rav4,,30699.0,automatic,38.2721,-77.4948
9599,1992.0,honda,delsol sir eg2,excellent,52000.0,manual,38.7492,-77.4878
0,2017.0,nissan,frontier,,49218.0,automatic,,
1600,1999.0,subaru,outback,good,214000.0,automatic,38.4391,-77.9976
12000,2013.0,ford,police interceptor,excellent,127000.0,automatic,38.4718,-77.5102
17250,2015.0,chrysler,300,,33080.0,automatic,38.2721,-77.4948
0,2014.0,chevrolet,silverado 1500,excellent,105506.0,automatic,37.6237,-77.3074
0,2016.0,chevrolet,tahoe,,49337.0,automatic,38.2571,-77.4957
7000,2016.0,hyundai,elantra,,84891.0,automatic,38.2721,-77.4948
25000,2011.0,ford,f550 super duty,,180126.0,automatic,38.4725,-77.6423
8990,2012.0,chrysler,town and country,excellent,116952.0,automatic,38.9268,-78.1796
3995,2008.0,ford,escape xls,good,165000.0,automatic,38.4947,-77.9926
12000,2016.0,kia,optima,,53443.0,automatic,38.2721,-77.4948
0,2016.0,ram,1500,,36948.0,automatic,38.2571,-77.4957
33599,1992.0,nissan,skyline gtr r32,excellent,82000.0,manual,38.7492,-77.4878
28900,2013.0,ford,f-250,,126301.0,automatic,38.3299,-77.7338
12900,2004.0,ford,f-250,,193166.0,automatic,38.3294,-77.732
28900,2011.0,ford,f-250,,89475.0,automatic,38.3295,-77.7334
29900,2015.0,ford,f-250,,148369.0,automatic,38.3295,-77.732
27900,2012.0,ford,f-250,,136939.0,automatic,38.3296,-77.7331
0,2019.0,honda,hr-v,,5310.0,automatic,,
17500,2017.0,toyota,camry,,32941.0,automatic,38.2721,-77.4948
0,2005.0,ford,f-350,,89781.0,automatic,38.2571,-77.4957
4650,2012.0,ford,fusion,excellent,165000.0,automatic,38.2481,-77.4681
2997,2002.0,gmc,sierra,good,227000.0,automatic,38.2481,-77.4681
28995,2016.0,ford,f350 super duty,,120000.0,automatic,38.1574,-79.0651
7899,2012.0,chrysler,town & country,,130000.0,automatic,38.1574,-79.0651
1700,2001.0,ram,3500 cargo van,good,86568.0,automatic,38.2688,-77.5476
34995,2013.0,ford,f350 super duty,,122000.0,automatic,38.1574,-79.0651
18000,2012.0,jeep,wrangler sahara,good,105000.0,automatic,38.4718,-77.5102
24995,2008.0,ford,f250 super duty,,122000.0,automatic,38.1574,-79.0651
24995,2008.0,ford,f250 super duty,,122000.0,automatic,38.1574,-79.0651
0,2010.0,jeep,wrangler unlimi,excellent,58532.0,manual,37.6237,-77.3074
0,2016.0,honda,cr-v,,31900.0,automatic,38.2571,-77.4957
4500,2004.0,,Kenworth Trailer,fair,,other,38.2688,-77.5476
0,1968.0,,Camaros Mustangs and a Nova,fair,,other,37.9695,-76.7665
8992,2011.0,honda,pilot,excellent,171240.0,automatic,38.1353,-77.5215
6999,2004.0,ford,ranger,excellent,160466.0,automatic,38.1353,-77.5215
4995,2006.0,dodge,grand caravan,excellent,71096.0,automatic,38.1353,-77.5215
4992,2007.0,dodge,durango,excellent,170694.0,automatic,38.1353,-77.5215
5992,2011.0,chrysler,town & country,excellent,191819.0,automatic,38.1353,-77.5215
3000,2004.0,honda,odyssey ex,good,,automatic,38.2441,-77.4196
15250,2016.0,toyota,prius,,52907.0,automatic,38.2735,-77.4926
3500,2001.0,mercedes-benz,clk430,,141774.0,automatic,38.5072,-77.3741
3600,2008.0,volkswagen,beetle,fair,89000.0,manual,38.2481,-77.4681
13750,2016.0,honda,odyssey,,119066.0,automatic,38.2735,-77.4926
3200,2007.0,,5n1bv28u17n135977,good,,automatic,38.3352,-77.7709
0,2008.0,infiniti,g35,,140895.0,automatic,38.2571,-77.4957
6750,2007.0,jeep,grand cherokee,,93766.0,automatic,38.2721,-77.4948
0,2017.0,acura,tlx,,20840.0,automatic,38.2571,-77.4957
1,1991.0,chevrolet,camaro,,,automatic,38.9871,-76.9376
19500,2016.0,cadillac,cts,,43823.0,automatic,38.2721,-77.4948
16250,2010.0,mercedes-benz,s-class,,92010.0,automatic,38.2735,-77.4926
0,2016.0,mercedes-benz,c-class,,22896.0,automatic,38.2571,-77.4957
0,2017.0,hyundai,sonata,,85055.0,automatic,38.2571,-77.4957
16500,2017.0,honda,accord,,39105.0,automatic,38.2721,-77.4948
5000,2004.0,,volkwagen passat,fair,125000.0,manual,38.7153,-77.7417
900,2000.0,jeep,grand cherokee,fair,,automatic,38.2688,-77.5476
3500,2003.0,ford,explorer sport trac,good,215000.0,automatic,38.4718,-77.5102
3500,1989.0,cadillac,eldorado,good,85000.0,automatic,38.162,-77.6854
35490,2016.0,ram,4500,,128325.0,automatic,38.2735,-77.4926
0,2015.0,,FREIGHTLINER SPRINTER,,65622.0,automatic,38.2571,-77.4957
18000,2015.0,chrysler,300,,31470.0,automatic,38.2721,-77.4948
0,2011.0,mercedes-benz,sprinter,,75880.0,automatic,38.2571,-77.4957
16995,2013.0,audi,a8 l,,114381.0,automatic,38.5072,-77.3741
9350,2013.0,toyota,corolla,,73964.0,automatic,38.2735,-77.4926
0,2013.0,mercedes-benz,e-class,,46306.0,automatic,38.2571,-77.4957
2500,2005.0,honda,accord,fair,209000.0,automatic,38.0923,-77.2707
10000,2014.0,toyota,corolla,,87114.0,automatic,38.2721,-77.4948
1500,2010.0,mitsubishi,lancer,fair,180000.0,automatic,38.7,-77.5483
0,2015.0,mercedes-benz,s-class,,38496.0,automatic,38.2571,-77.4957
12000,2016.0,hyundai,sonata,,77342.0,automatic,38.2552,-77.4976
800,2003.0,saturn,vue,fair,,automatic,38.6842,-78.0168
9800,2007.0,chevrolet,avalanche ltz,good,133000.0,automatic,38.2995,-77.4772
3500,2002.0,chevrolet,,good,,automatic,38.4725,-77.6423
0,2016.0,mercedes-benz,gle-class,,16434.0,automatic,38.2571,-77.4957
3250,2004.0,honda,civic,,,automatic,38.3842,-77.4903
7997,2013.0,toyota,corolla,,104957.0,automatic,38.2636,-77.4944
5297,2006.0,honda,civic,,106057.0,automatic,38.2636,-77.4944
8597,2013.0,nissan,rogue,,95240.0,automatic,38.2636,-77.4944
4997,2012.0,nissan,sentra,,89862.0,automatic,38.2636,-77.4944
0,2017.0,mercedes-benz,e-class,,35524.0,automatic,38.2571,-77.4957
19490,2017.0,honda,accord,,70661.0,automatic,38.2735,-77.4926
11995,2008.0,chevrolet,suburban,,115431.0,automatic,38.5072,-77.3741
0,2016.0,mercedes-benz,c-class,,14652.0,automatic,38.2571,-77.4957
1500,2006.0,acura,rsx,,,automatic,37.9476,-77.4609
8250,2015.0,ford,focus,,58132.0,automatic,38.2735,-77.4926
16500,2016.0,kia,optima,,47434.0,automatic,38.2721,-77.4948
5477,2009.0,volkswagen,routan,,112261.0,automatic,38.7458,-77.507
0,2017.0,mercedes-benz,cls-class,,29133.0,automatic,38.2571,-77.4957
8000,2011.0,toyota,corolla,,,automatic,38.3924,-77.7195
6495,2008.0,cadillac,cts,,123200.0,automatic,38.7629,-77.4606
3500,2011.0,kia,soul 1.6l,excellent,142302.0,manual,38.3153,-77.4741
11990,2013.0,ford,explorer,,140844.0,automatic,38.2735,-77.4926
12250,2017.0,toyota,corolla,,26908.0,automatic,38.2721,-77.4948
2400,2004.0,toyota,camry solara se,excellent,148155.0,automatic,38.3153,-77.4741
0,2017.0,mercedes-benz,gla-class,,35252.0,automatic,38.2571,-77.4957
18498,2018.0,toyota,camry,excellent,28806.0,automatic,38.2829,-77.4893
8498,2014.0,nissan,altima,excellent,93551.0,automatic,38.2829,-77.4893
21998,2015.0,jeep,wrangler unlimited,excellent,68990.0,automatic,38.2829,-77.4893
12998,2016.0,dodge,journey,excellent,53399.0,automatic,38.2829,-77.4893
14998,2017.0,chevrolet,impala,excellent,40638.0,automatic,38.2829,-77.4893
13000,2015.0,jeep,compass,,36406.0,automatic,38.2721,-77.4948
17998,2014.0,gmc,acadia,excellent,80747.0,automatic,38.2829,-77.4893
2200,2004.0,chrysler,pt cruiser w/manual,excellent,97355.0,manual,38.2995,-77.4772
12998,2015.0,chevrolet,equinox,excellent,81146.0,automatic,38.2829,-77.4893
19250,2013.0,ford,f-150,,55938.0,automatic,38.2735,-77.4926
2000,1970.0,,MGB,good,,manual,38.2542,-76.9687
13495,2012.0,bmw,750xi / alpina b7,,100759.0,automatic,38.2529,-77.5026
1800,2005.0,ford,focus xz4 w/manual,excellent,172367.0,manual,38.3153,-77.4741
15999,2008.0,ford,f350 super duty crew cab,,147501.0,automatic,38.2481,-77.4681
16999,2012.0,ford,f150 supercrew cab,,140759.0,automatic,38.2481,-77.4681
0,2016.0,mercedes-benz,gle-class,,27933.0,automatic,38.2571,-77.4957
17500,2017.0,lincoln,mkz,,27578.0,automatic,38.2721,-77.4948
0,2010.0,ford,f-150,,104183.0,automatic,38.2529,-77.5026
16995,2016.0,chrysler,300,,27262.0,automatic,38.7629,-77.4606
19950,2015.0,ram,1500,,74532.0,automatic,38.2735,-77.4926
24495,2014.0,,MASERATI GHIBLI,,69989.0,automatic,38.2529,-77.5026
13000,2012.0,audi,a5,,60060.0,automatic,38.2721,-77.4948
11795,2010.0,rover,lr4,,112057.0,automatic,38.2529,-77.5026
0,2017.0,mercedes-benz,glc-class,,29534.0,automatic,38.2571,-77.4957
6877,2011.0,hyundai,sonata,,76355.0,automatic,38.4586,-77.4306
18377,2015.0,jeep,grand cherokee,,78121.0,automatic,38.4586,-77.4306
14895,2013.0,jeep,grand cherokee,,104684.0,automatic,38.2529,-77.5026
6399,2012.0,ford,focus se,like new,81952.0,automatic,38.3492,-77.7502
9420,2015.0,nissan,altima,excellent,94129.0,automatic,38.2544,-77.4989
5500,2006.0,nissan,350z,,,automatic,39.0958,-76.8155
23500,2015.0,cadillac,ats,,36168.0,automatic,38.2552,-77.4976
21788,2019.0,ford,transit cargo,,33055.0,automatic,38.2552,-77.4976
0,2016.0,mercedes-benz,e-class,,30941.0,automatic,38.2571,-77.4957
0,2006.0,gmc,sierra,,169000.0,automatic,38.2629,-77.4942
7500,2003.0,chevrolet,silverado 1500,good,172000.0,automatic,38.2863,-77.923
16500,2008.0,jeep,wrangler unlimited rubicon,excellent,164123.0,manual,38.4391,-77.9976
550,1995.0,honda,civic,fair,195000.0,automatic,38.1481,-77.7197
5695,2004.0,lexus,rx 330 rx330,excellent,152400.0,automatic,38.2481,-77.4681
14295,2013.0,acura,rdx,like new,70250.0,automatic,38.2481,-77.4681
